model_name,inchi,smiles,excited,multiplicity,lumped,stereochemistry
C6H12OOH3-2O,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-6,8H,3-4H2,1-2H3",CCCC(C(C)[O])OO,0,0,0,1
C6H12OOH3-4O2,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h5-7H,3-4H2,1-2H3",CCC(C(CC)O[O])OO,0,0,0,1
C6H12OOH3-4O,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-6,8H,3-4H2,1-2H3",CCC(C(CC)OO)[O],0,0,0,1
C6H12OOH3-5O2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-6,8H,3-4H2,1-2H3",CCC(CC(C)O[O])OO,0,0,0,1
C6H12OOH3-5O,"InChI=1S/C6H13O3/c1-3-6(9-8)4-5(2)7/h5-6,8H,3-4H2,1-2H3",CCC(CC(C)[O])OO,0,0,0,1
C6H12OOH3-6O2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6,8H,2-5H2,1H3",CCC(CCCO[O])OO,0,0,0,1
C6H12OOH3-6O,"InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6,8H,2-5H2,1H3",CCC(CCC[O])OO,0,0,0,1
C6H13-1,"InChI=1S/C6H13/c1-3-5-6-4-2/h1,3-6H2,2H3",[CH2]CCCCC,0,0,0,1
C6H13-2,"InChI=1S/C6H13/c1-3-5-6-4-2/h3H,4-6H2,1-2H3",C[CH]CCCC,0,0,0,1
C6H13-3,"InChI=1S/C6H13/c1-3-5-6-4-2/h5H,3-4,6H2,1-2H3",CC[CH]CCC,0,0,0,1
NC6H14,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",CCCCCC,0,0,0,1
C6H12-1,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",C=CCCCC,0,0,0,1
C6H12-2,"InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3",CC=CCCC,0,0,0,1
C6H12OOH1-2,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h5,7H,2-4,6H2,1H3",CCCC[CH]COO,0,0,0,1
C6H12OOH1-3,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h4,7H,2-3,5-6H2,1H3",CCC[CH]CCOO,0,0,0,1
C6H12OOH1-4,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h3,7H,2,4-6H2,1H3",CC[CH]CCCOO,0,0,0,1
C6H12OOH1-5,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2,7H,3-6H2,1H3",C[CH]CCCCOO,0,0,0,1
C6H12OOH2-1,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,2-5H2,1H3",CCCCC([CH2])OO,0,0,0,1
C6H12OOH2-3,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h5-7H,3-4H2,1-2H3",CCC[CH]C(C)OO,0,0,0,1
C6H12OOH2-4,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h4,6-7H,3,5H2,1-2H3",CC[CH]CC(C)OO,0,0,0,1
C6H12OOH2-5,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h3,6-7H,4-5H2,1-2H3",C[CH]CCC(C)OO,0,0,0,1
C6H12OOH2-6,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,1,3-5H2,2H3",[CH2]CCCC(C)OO,0,0,0,1
C6H12OOH3-1,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,2-5H2,1H3",CCCC(C[CH2])OO,0,0,0,1
C6H12OOH3-2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h4,6-7H,3,5H2,1-2H3",CCCC([CH]C)OO,0,0,0,1
C6H12OOH3-4,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h5-7H,3-4H2,1-2H3",CC[CH]C(CC)OO,0,0,0,1
C6H12OOH3-5,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h3,6-7H,4-5H2,1-2H3",C[CH]CC(CC)OO,0,0,0,1
C6H12OOH3-6,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3",[CH2]CCC(CC)OO,0,0,0,1
C6H13OOH-1,"InChI=1S/C6H14O2/c1-2-3-4-5-6-8-7/h7H,2-6H2,1H3",CCCCCCOO,0,0,0,1
C6H13OOH-2,"InChI=1S/C6H14O2/c1-3-4-5-6(2)8-7/h6-7H,3-5H2,1-2H3",CCCCC(C)OO,0,0,0,1
C6H13OOH-3,"InChI=1S/C6H14O2/c1-3-5-6(4-2)8-7/h6-7H,3-5H2,1-2H3",CCCC(CC)OO,0,0,0,1
C6H12OH-1J2,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h5,7H,2-4,6H2,1H3",CCCC[CH]CO,0,0,0,1
C6H12OH-1O2-2,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6-7H,2-5H2,1H3",CCCCC(CO)O[O],0,0,0,1
C6H12OH-2J1,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6-7H,2-5H2,1H3",CCCCC([CH2])O,0,0,0,1
C6H12OH-2O2-1,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6-7H,2-5H2,1H3",CCCCC(CO[O])O,0,0,0,1
C6H12OH-2J3,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h5-7H,3-4H2,1-2H3",CCC[CH]C(C)O,0,0,0,1
C6H12OH-2O2-3,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-7H,3-4H2,1-2H3",CCCC(C(C)O)O[O],0,0,0,1
C6H12OH-3J2,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h4,6-7H,3,5H2,1-2H3",CCCC([CH]C)O,0,0,0,1
C6H12OH-3O2-2,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-7H,3-4H2,1-2H3",CCCC(C(C)O[O])O,0,0,0,1
C6H12OH-3J4,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h5-7H,3-4H2,1-2H3",CC[CH]C(CC)O,0,0,0,1
C6H12OH-3O2-4,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-7H,3-4H2,1-2H3",CCC(C(CC)O[O])O,0,0,0,1
C6H11OH1-1,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h5-7H,2-4H2,1H3",CCCCC=CO,0,0,0,1
C6H11OH1-2,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h4-5,7H,2-3,6H2,1H3",CCCC=CCO,0,0,0,1
C6H11OH2-1,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h7H,2-5H2,1H3",CCCCC(=C)O,0,0,0,1
C6H11OH2-2,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h5,7H,3-4H2,1-2H3",CCCC=C(C)O,0,0,0,1
C6H11OH2-3,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h4-7H,3H2,1-2H3",CCC=CC(C)O,0,0,0,1
C6H11OH3-2,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h4,7H,3,5H2,1-2H3",CCCC(=CC)O,0,0,0,1
C6H11OH3-1,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h4,6-7H,2-3,5H2,1H3",CCCC(C=C)O,0,0,0,1
C6D2Y1,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3",CCCC=CC=O,0,0,0,1
C6H10D13,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3",C=CC=CCC,0,0,0,1
C6H111-3,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,5H,1,4,6H2,2H3",[CH2]C=CCCC,0,0,0,1
C6H112-4,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,5-6H,4H2,1-2H3",C[CH]C=CCC,0,0,0,1
NC5H10CHO-1,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h5-6H,2-4H2,1H3",CCCCC=C[O],0,0,0,1
C6H111-4,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,6H,1,4-5H2,2H3",C=CC[CH]CC,0,0,0,1
C6H111-5,"InChI=1S/C6H11/c1-3-5-6-4-2/h3-4H,1,5-6H2,2H3",C=CCC[CH]C,0,0,0,1
C6H111-6,"InChI=1S/C6H11/c1-3-5-6-4-2/h3H,1-2,4-6H2",C=CCCC[CH2],0,0,0,1
C6H111-1,"InChI=1S/C6H11/c1-3-5-6-4-2/h1,3H,4-6H2,2H3",[CH]=CCCCC,0,0,0,1
C6H111-2,"InChI=1S/C6H11/c1-3-5-6-4-2/h1,4-6H2,2H3",C=[C]CCCC,0,0,0,1
C6H112-5,"InChI=1S/C6H11/c1-3-5-6-4-2/h3-5H,6H2,1-2H3",CC=CC[CH]C,0,0,0,1
C6H112-6,"InChI=1S/C6H11/c1-3-5-6-4-2/h4,6H,1,3,5H2,2H3",[CH2]CCC=CC,0,0,0,1
C6H113-1,"InChI=1S/C6H11/c1-3-5-6-4-2/h5-6H,1,3-4H2,2H3",[CH2]CC=CCC,0,0,0,1
C7H14-3,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h5,7H,3-4,6H2,1-2H3",CCC=CCCC,0,0,0,1
I3C7D1,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5,7H,2,4,6H2,1,3H3",CCCC(C)C=C,0,0,0,1
I3C7D1-3,"InChI=1S/C7H13/c1-4-6-7(3)5-2/h5H,2,4,6H2,1,3H3",CCC[C](C)C=C,0,0,0,1
I3C7D1-3O,"InChI=1S/C7H13O/c1-4-6-7(3,8)5-2/h5H,2,4,6H2,1,3H3",CCCC(C)(C=C)[O],0,0,0,1
C6H12OH15,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h2,7H,3-6H2,1H3",C[CH]CCCCO,0,0,0,1
C6H12OH11,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h6-7H,2-5H2,1H3",CCCCC[CH]O,0,0,0,1
C6H12OH16,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h7H,1-6H2",[CH2]CCCCCO,0,0,0,1
C6H12OH25,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h3,6-7H,4-5H2,1-2H3",C[CH]CCC(C)O,0,0,0,1
C6H12OH22,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h7H,3-5H2,1-2H3",CCCC[C](C)O,0,0,0,1
C6H12OH-5O2,"InChI=1S/C6H13O3/c1-6(9-8)4-2-3-5-7/h6-7H,2-5H2,1H3",CC(CCCCO)O[O],0,0,0,1
C6H12OH-6O2,"InChI=1S/C6H13O3/c7-5-3-1-2-4-6-9-8/h7H,1-6H2",OCCCCCCO[O],0,0,0,1
C6H12OH-1O2,"InChI=1S/C6H13O3/c1-2-3-4-5-6(7)9-8/h6-7H,2-5H2,1H3",CCCCCC(O)O[O],0,0,0,1
NC5H11CHO,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",CCCCCC=O,0,0,0,1
C6H12OH2-2O2,"InChI=1S/C6H13O3/c1-3-4-5-6(2,7)9-8/h7H,3-5H2,1-2H3",CCCCC(C)(O)O[O],0,0,0,1
C6Y2,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",CCCCC(C)=O,0,0,0,1
C6H11OH1-4,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h2-3,7H,4-6H2,1H3",CC=CCCCO,0,0,0,1
C6H11OH1-5,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h2,7H,1,3-6H2",C=CCCCCO,0,0,0,1
"C6H10OH1-4,3","InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2-4,7H,5-6H2,1H3",C[CH]C=CCCO,0,0,0,1
"C6H10OH1-4,3O","InChI=1S/C6H11O2/c1-2-3-6(8)4-5-7/h2-3,6-7H,4-5H2,1H3",CC=CC(CCO)[O],0,0,0,1
"C6H10OH1-5,4","InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2-3,7H,1,4-6H2",C=C[CH]CCCO,0,0,0,1
"C6H10OH1-5,4O","InChI=1S/C6H11O2/c1-2-6(8)4-3-5-7/h2,6-7H,1,3-5H2",C=CC(CCCO)[O],0,0,0,1
C6H11OH1Q2-1,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h5-8H,2-4H2,1H3",CCCCC([CH]O)OO,0,0,0,1
C6H11OH1Q2-3,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h4,6-8H,2-3,5H2,1H3",CCC[CH]C(CO)OO,0,0,0,1
C6H11OH1Q2-4,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h3,6-8H,2,4-5H2,1H3",CC[CH]CC(CO)OO,0,0,0,1
C6H11OH1Q2-5,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h2,6-8H,3-5H2,1H3",C[CH]CCC(CO)OO,0,0,0,1
C6H11OH1Q2-6,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6-8H,1-5H2",[CH2]CCCC(CO)OO,0,0,0,1
C6H11OH1Q5-2,"InChI=1S/C6H13O3/c1-6(9-8)4-2-3-5-7/h3,6-8H,2,4-5H2,1H3",CC(CC[CH]CO)OO,0,0,0,1
C6H11OH1Q5-3,"InChI=1S/C6H13O3/c1-6(9-8)4-2-3-5-7/h2,6-8H,3-5H2,1H3",CC(C[CH]CCO)OO,0,0,0,1
C6H11OH1Q6-2,"InChI=1S/C6H13O3/c7-5-3-1-2-4-6-9-8/h3,7-8H,1-2,4-6H2",OC[CH]CCCCOO,0,0,0,1
C6H11OH1Q6-3,"InChI=1S/C6H13O3/c7-5-3-1-2-4-6-9-8/h1,7-8H,2-6H2",OCC[CH]CCCOO,0,0,0,1
C6H11OH1Q6-4,"InChI=1S/C6H13O3/c7-5-3-1-2-4-6-9-8/h2,7-8H,1,3-6H2",OCCC[CH]CCOO,0,0,0,1
C6H11OH2Q1-2,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h7-8H,2-5H2,1H3",CCCC[C](COO)O,0,0,0,1
C6H11OH2Q1-3,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h4,6-8H,2-3,5H2,1H3",CCC[CH]C(COO)O,0,0,0,1
C6H11OH2Q1-4,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h3,6-8H,2,4-5H2,1H3",CC[CH]CC(COO)O,0,0,0,1
C6H11OH2Q3-1,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-8H,2-4H2,1H3",CCCC(C([CH2])O)OO,0,0,0,1
C6H11OH2Q3-2,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h6-8H,3-4H2,1-2H3",CCCC([C](C)O)OO,0,0,0,1
C6H11OH2Q3-4,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h4-8H,3H2,1-2H3",CC[CH]C(C(C)O)OO,0,0,0,1
C6H11OH2Q3-5,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h3,5-8H,4H2,1-2H3",C[CH]CC(C(C)O)OO,0,0,0,1
C6H11OH2Q3-6,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-8H,1,3-4H2,2H3",[CH2]CCC(C(C)O)OO,0,0,0,1
C6H11OH3Q2-1,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-8H,2-4H2,1H3",CCCC(C([CH2])OO)O,0,0,0,1
C6H11OH3Q2-3,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5,7-8H,3-4H2,1-2H3",CCC[C](C(C)OO)O,0,0,0,1
C6H11OH3Q2-4,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h4-8H,3H2,1-2H3",CC[CH]C(C(C)OO)O,0,0,0,1
C6H11OH3Q2-5,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h3,5-8H,4H2,1-2H3",C[CH]CC(C(C)OO)O,0,0,0,1
C6H11OH1O1-2,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8-5/h5-7H,2-4H2,1H3",CCCCC1OC1O,0,0,0,1
C6H11OH1O2-3,"InChI=1S/C6H12O2/c1-2-3-5-6(4-7)8-5/h5-7H,2-4H2,1H3",CCCC1OC1CO,0,0,0,1
C6H11OH1O2-4,"InChI=1S/C6H12O2/c1-2-5-3-6(4-7)8-5/h5-7H,2-4H2,1H3",CCC1OC(C1)CO,0,0,0,1
C6H11OH1O2-5,"InChI=1S/C6H12O2/c1-5-2-3-6(4-7)8-5/h5-7H,2-4H2,1H3",CC1OC(CC1)CO,0,0,0,1
C6H11OH1O2-6,"InChI=1S/C6H12O2/c7-5-6-3-1-2-4-8-6/h6-7H,1-5H2",OCC1OCCCC1,0,0,0,1
C6H11OH1O3-5,"InChI=1S/C6H12O2/c1-5-4-6(8-5)2-3-7/h5-7H,2-4H2,1H3",CC1OC(CCO)C1,0,0,0,1
C6H11OH1O3-6,"InChI=1S/C6H12O2/c7-4-3-6-2-1-5-8-6/h6-7H,1-5H2",OCCC1OCCC1,0,0,0,1
C6H11OH1O4-6,"InChI=1S/C6H12O2/c7-4-1-2-6-3-5-8-6/h6-7H,1-5H2",OCCCC1OCC1,0,0,0,1
C6H11OH2O1-2,"InChI=1S/C6H12O2/c1-2-3-4-6(7)5-8-6/h7H,2-5H2,1H3",CCCCC1(O)OC1,0,0,0,1
C6H11OH2O1-3,"InChI=1S/C6H12O2/c1-2-3-6-5(7)4-8-6/h5-7H,2-4H2,1H3",CCCC1OCC1O,0,0,0,1
C6H11OH2O1-4,"InChI=1S/C6H12O2/c1-2-6-3-5(7)4-8-6/h5-7H,2-4H2,1H3",CCC1OCC(C1)O,0,0,0,1
C6H11OH2O3-6,"InChI=1S/C6H12O2/c1-5(7)6-3-2-4-8-6/h5-7H,2-4H2,1H3",CC(C1OCCC1)O,0,0,0,1
C6H11O1O2-5,"InChI=1S/C6H11O2/c1-5-2-3-6(4-7)8-5/h5-6H,2-4H2,1H3",CC1OC(CC1)C[O],0,0,0,1
C6H10OH11O2-5,"InChI=1S/C6H11O2/c1-5-2-3-6(4-7)8-5/h4-7H,2-3H2,1H3",CC1OC(CC1)[CH]O,0,0,0,1
MTHF-J5,"InChI=1S/C5H9O/c1-5-3-2-4-6-5/h4-5H,2-3H2,1H3",CC1O[CH]CC1,0,0,0,1
DMTHFCHO,"InChI=1S/C6H10O2/c1-5-2-3-6(4-7)8-5/h4-6H,2-3H2,1H3",CC1OC(CC1)C=O,0,0,0,1
DMTHFCO,"InChI=1S/C6H9O2/c1-5-2-3-6(4-7)8-5/h5-6H,2-3H2,1H3",CC1OC(CC1)[C]=O,0,0,0,1
C6H10OH1O2-5-2J,"InChI=1S/C6H11O2/c1-5-2-3-6(4-7)8-5/h5,7H,2-4H2,1H3",CC1O[C](CC1)CO,0,0,0,1
C6H10OH1O2-5-5J,"InChI=1S/C6H11O2/c1-5-2-3-6(4-7)8-5/h6-7H,2-4H2,1H3",C[C]1OC(CC1)CO,0,0,0,1
NC6KET2OH1-5,"InChI=1S/C6H11O2/c1-2-3-4-6(8)5-7/h2,7H,3-5H2,1H3",C[CH]CCC(CO)=O,0,0,0,1
NC6KET5OH1-2,"InChI=1S/C6H11O2/c1-6(8)4-2-3-5-7/h3,7H,2,4-5H2,1H3",CC(CC[CH]CO)=O,0,0,0,1
C6H10OH1O2-5-2O2,"InChI=1S/C6H11O4/c1-5-2-3-6(4-7,9-5)10-8/h5,7H,2-4H2,1H3",CC1OC(CC1)(CO)O[O],0,0,0,1
C6H9OH1O2-5-D2,"InChI=1S/C6H10O2/c1-5-2-3-6(4-7)8-5/h3,5,7H,2,4H2,1H3",CC1OC(=CC1)CO,0,0,0,1
DMTHFOH1D2-4J,"InChI=1S/C6H9O2/c1-5-2-3-6(4-7)8-5/h2-3,5,7H,4H2,1H3",CC1OC(=C[CH]1)CO,0,0,0,1
DMTHFOH1D2-4,"InChI=1S/C6H8O2/c1-5-2-3-6(4-7)8-5/h2-3,7H,4H2,1H3",CC1OC(=CC=1)CO,0,0,0,1
DMTHFOH1D2-4-1J,"InChI=1S/C6H7O2/c1-5-2-3-6(4-7)8-5/h2-4,7H,1H3",CC1OC(=CC=1)[CH]O,0,0,0,1
DMTHFOH1D2-4-1OJ,"InChI=1S/C6H7O3/c1-4-2-3-5(9-4)6(7)8/h2-3,6-7H,1H3",CC1OC(=CC=1)C(O)[O],0,0,0,1
MF25J,"InChI=1S/C5H5O/c1-5-3-2-4-6-5/h2-3H,1H3",CC1O[C]=CC=1,0,0,0,1
P13DE1O4J,"InChI=1S/C5H5O/c1-2-3-4-5-6/h3-4H,1H3",C[C]=CC=C=O,0,0,0,1
C6H10OH1O2-5-6J,"InChI=1S/C6H11O2/c1-5-2-3-6(4-7)8-5/h5-7H,1-4H2",[CH2]C1OC(CC1)CO,0,0,0,1
C6H10OH1O2-5-3J,"InChI=1S/C6H11O2/c1-5-2-3-6(4-7)8-5/h3,5-7H,2,4H2,1H3",CC1OC([CH]C1)CO,0,0,0,1
C6H10OH1O2-5-4J,"InChI=1S/C6H11O2/c1-5-2-3-6(4-7)8-5/h2,5-7H,3-4H2,1H3",CC1OC(C[CH]1)CO,0,0,0,1
C6H11OH1Q2-3O2,"InChI=1S/C6H13O5/c1-2-3-5(10-8)6(4-7)11-9/h5-7,9H,2-4H2,1H3",CCCC(C(CO)OO)O[O],0,0,0,1
C6H11OH1Q2-4O2,"InChI=1S/C6H13O5/c1-2-5(10-8)3-6(4-7)11-9/h5-7,9H,2-4H2,1H3",CCC(CC(CO)OO)O[O],0,0,0,1
C6H11OH1Q2-5O2,"InChI=1S/C6H13O5/c1-5(10-8)2-3-6(4-7)11-9/h5-7,9H,2-4H2,1H3",CC(CCC(CO)OO)O[O],0,0,0,1
C6H11OH2Q1-3O2,"InChI=1S/C6H13O5/c1-2-3-6(11-9)5(7)4-10-8/h5-8H,2-4H2,1H3",CCCC(C(COO)O)O[O],0,0,0,1
C6H11OH2Q1-4O2,"InChI=1S/C6H13O5/c1-2-6(11-9)3-5(7)4-10-8/h5-8H,2-4H2,1H3",CCC(CC(COO)O)O[O],0,0,0,1
C6H103OH1Q2,"InChI=1S/C6H12O3/c1-2-3-4-6(5-7)9-8/h3-4,6-8H,2,5H2,1H3",CCC=CC(CO)OO,0,0,0,1
C6H104OH1Q2,"InChI=1S/C6H12O3/c1-2-3-4-6(5-7)9-8/h2-3,6-8H,4-5H2,1H3",CC=CCC(CO)OO,0,0,0,1
C6H105OH1Q2,"InChI=1S/C6H12O3/c1-2-3-4-6(5-7)9-8/h2,6-8H,1,3-5H2",C=CCCC(CO)OO,0,0,0,1
C6H103OH2Q1,"InChI=1S/C6H12O3/c1-2-3-4-6(7)5-9-8/h3-4,6-8H,2,5H2,1H3",CCC=CC(COO)O,0,0,0,1
C6H104OH2Q1,"InChI=1S/C6H12O3/c1-2-3-4-6(7)5-9-8/h2-3,6-8H,4-5H2,1H3",CC=CCC(COO)O,0,0,0,1
C6H94OH1Q2-3,"InChI=1S/C6H11O3/c1-2-3-4-6(5-7)9-8/h2-4,6-8H,5H2,1H3",C[CH]C=CC(CO)OO,0,0,0,1
"C6H94OH1-2,3OOH","InChI=1S/C6H12O5/c1-2-3-5(10-8)6(4-7)11-9/h2-3,5-9H,4H2,1H3",CC=CC(C(CO)OO)OO,0,0,0,1
C6H94OH1Q2-3O,"InChI=1S/C6H11O4/c1-2-3-5(8)6(4-7)10-9/h2-3,5-7,9H,4H2,1H3",CC=CC(C(CO)OO)[O],0,0,0,1
C6H95OH1Q2-4,"InChI=1S/C6H11O3/c1-2-3-4-6(5-7)9-8/h2-3,6-8H,1,4-5H2",C=C[CH]CC(CO)OO,0,0,0,1
"C6H95OH1-2,4OOH","InChI=1S/C6H12O5/c1-2-5(10-8)3-6(4-7)11-9/h2,5-9H,1,3-4H2",C=CC(CC(CO)OO)OO,0,0,0,1
C6H95OH1Q2-4O,"InChI=1S/C6H11O4/c1-2-5(8)3-6(4-7)10-9/h2,5-7,9H,1,3-4H2",C=CC(CC(CO)OO)[O],0,0,0,1
C6H94OH2Q1-3,"InChI=1S/C6H11O3/c1-2-3-4-6(7)5-9-8/h2-4,6-8H,5H2,1H3",C[CH]C=CC(COO)O,0,0,0,1
"C6H94OH2-1,3OOH","InChI=1S/C6H12O5/c1-2-3-6(11-9)5(7)4-10-8/h2-3,5-9H,4H2,1H3",CC=CC(C(COO)O)OO,0,0,0,1
C6H94OH2Q1-3O,"InChI=1S/C6H11O4/c1-2-3-5(7)6(8)4-10-9/h2-3,5-6,8-9H,4H2,1H3",CC=CC(C(COO)O)[O],0,0,0,1
C6H10OH1KET2-3,"InChI=1S/C6H12O4/c1-2-3-6(10-9)5(8)4-7/h6-7,9H,2-4H2,1H3",CCCC(C(CO)=O)OO,0,0,0,1
C6H10OH1KET2-4,"InChI=1S/C6H12O4/c1-2-6(10-9)3-5(8)4-7/h6-7,9H,2-4H2,1H3",CCC(CC(CO)=O)OO,0,0,0,1
C6H10OH1KET2-5,"InChI=1S/C6H12O4/c1-5(10-9)2-3-6(8)4-7/h5,7,9H,2-4H2,1H3",CC(CCC(CO)=O)OO,0,0,0,1
C6H10OH2KET1-3,"InChI=1S/C6H12O4/c1-2-3-6(10-9)5(8)4-7/h4-6,8-9H,2-3H2,1H3",CCCC(C(C=O)O)OO,0,0,0,1
C6H10OH2KET1-4,"InChI=1S/C6H12O4/c1-2-6(10-9)3-5(8)4-7/h4-6,8-9H,2-3H2,1H3",CCC(CC(C=O)O)OO,0,0,0,1
C6H11-1D3O,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h4,6H,2-3,5H2,1H3",CCCC(C=C)[O],0,0,0,1
C6H11-2D1O,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h4-5H,2-3,6H2,1H3",CCCC=CC[O],0,0,0,1
C6H11-2D4O,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h3,5-6H,4H2,1-2H3",CC=CC(CC)[O],0,0,0,1
C6H11-3D2O,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h4-6H,3H2,1-2H3",CCC=CC(C)[O],0,0,0,1
C6H111O2-1,"InChI=1S/C6H11O2/c1-2-3-4-5-6-8-7/h5-6H,2-4H2,1H3",CCCCC=CO[O],0,0,0,1
C6H111O2-2,"InChI=1S/C6H11O2/c1-3-4-5-6(2)8-7/h2-5H2,1H3",CCCCC(=C)O[O],0,0,0,1
C6H10D14,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4,6H,1,5H2,2H3",C=CCC=CC,0,0,0,1
C6H101-5,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2",C=CCCC=C,0,0,0,1
C6H10D24,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3",CC=CC=CC,0,0,0,1
C6H111O2-3,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h4,6H,2-3,5H2,1H3",CCCC(C=C)O[O],0,0,0,1
C6H112O2-1,"InChI=1S/C6H11O2/c1-2-3-4-5-6-8-7/h4-5H,2-3,6H2,1H3",CCCC=CCO[O],0,0,0,1
C6H111O2-4,"InChI=1S/C6H11O2/c1-3-5-6(4-2)8-7/h3,6H,1,4-5H2,2H3",C=CCC(CC)O[O],0,0,0,1
