model_name,inchi,smiles,excited,multiplicity,lumped,stereochemistry
C7H14OOH1-3O,"InChI=1S/C7H15O3/c1-2-3-4-7(8)5-6-10-9/h7,9H,2-6H2,1H3",CCCCC(CCOO)[O],0,0,0,1
C7H14OOH1-4O,"InChI=1S/C7H15O3/c1-2-4-7(8)5-3-6-10-9/h7,9H,2-6H2,1H3",CCCC(CCCOO)[O],0,0,0,1
C7H14OOH1-5O,"InChI=1S/C7H15O3/c1-2-7(8)5-3-4-6-10-9/h7,9H,2-6H2,1H3",CCC(CCCCOO)[O],0,0,0,1
C7H14OOH2-1O,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7,9H,2-6H2,1H3",CCCCCC(C[O])OO,0,0,0,1
C7H14OOH2-3O,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-7,9H,3-5H2,1-2H3",CCCCC(C(C)OO)[O],0,0,0,1
C7H14OOH2-4O,"InChI=1S/C7H15O3/c1-3-4-7(8)5-6(2)10-9/h6-7,9H,3-5H2,1-2H3",CCCC(CC(C)OO)[O],0,0,0,1
C7H14OOH2-5O,"InChI=1S/C7H15O3/c1-3-7(8)5-4-6(2)10-9/h6-7,9H,3-5H2,1-2H3",CCC(CCC(C)OO)[O],0,0,0,1
C7H14OOH2-6O,"InChI=1S/C7H15O3/c1-6(8)4-3-5-7(2)10-9/h6-7,9H,3-5H2,1-2H3",CC(CCCC(C)OO)[O],0,0,0,1
C7H14OOH3-1O,"InChI=1S/C7H15O3/c1-2-3-4-7(10-9)5-6-8/h7,9H,2-6H2,1H3",CCCCC(CC[O])OO,0,0,0,1
C7H14OOH3-2O,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-7,9H,3-5H2,1-2H3",CCCCC(C(C)[O])OO,0,0,0,1
C7H14OOH3-4O,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-7,9H,3-5H2,1-2H3",CCCC(C(CC)OO)[O],0,0,0,1
C7H14OOH3-5O,"InChI=1S/C7H15O3/c1-3-6(8)5-7(4-2)10-9/h6-7,9H,3-5H2,1-2H3",CCC(CC(CC)OO)[O],0,0,0,1
C7H14OOH3-6O,"InChI=1S/C7H15O3/c1-3-7(10-9)5-4-6(2)8/h6-7,9H,3-5H2,1-2H3",CCC(CCC(C)[O])OO,0,0,0,1
C7H14OOH3-7O,"InChI=1S/C7H15O3/c1-2-7(10-9)5-3-4-6-8/h7,9H,2-6H2,1H3",CCC(CCCC[O])OO,0,0,0,1
C7H14OOH4-1O,"InChI=1S/C7H15O3/c1-2-4-7(10-9)5-3-6-8/h7,9H,2-6H2,1H3",CCCC(CCC[O])OO,0,0,0,1
C7H14OOH4-2O,"InChI=1S/C7H15O3/c1-3-4-7(10-9)5-6(2)8/h6-7,9H,3-5H2,1-2H3",CCCC(CC(C)[O])OO,0,0,0,1
C7H14OOH4-3O,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-7,9H,3-5H2,1-2H3",CCCC(C(CC)[O])OO,0,0,0,1
C7H131-3,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5H,1,4,6-7H2,2H3",[CH2]C=CCCCC,0,0,0,1
C7H132-4,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5,7H,4,6H2,1-2H3",CC=C[CH]CCC,0,0,0,1
C7H132-5,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5-6H,4,7H2,1-2H3",CC=CC[CH]CC,0,0,0,1
C7H132-6,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-5H,6-7H2,1-2H3",CC=CCC[CH]C,0,0,0,1
C7H132-7,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h4,6H,1,3,5,7H2,2H3",[CH2]CCCC=CC,0,0,0,1
C7H133-1,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5,7H,1,3-4,6H2,2H3",[CH2]CC=CCCC,0,0,0,1
C7H133-5,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5-7H,3-4H2,1-2H3",CC[CH]C=CCC,0,0,0,1
C7H133-6,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6-7H,4-5H2,1-2H3",C[CH]CC=CCC,0,0,0,1
C7H133-7,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h6-7H,1,3-5H2,2H3",[CH2]CCC=CCC,0,0,0,1
C7H131-1,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h1,3H,4-7H2,2H3",[CH]=CCCCCC,0,0,0,1
C7H131-2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h1,4-7H2,2H3",C=[C]CCCCC,0,0,0,1
C7H131-4,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,7H,1,4-6H2,2H3",C=CC[CH]CCC,0,0,0,1
C7H131-5,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6H,1,4-5,7H2,2H3",C=CCC[CH]CC,0,0,0,1
C7H131-6,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-4H,1,5-7H2,2H3",C=CCCC[CH]C,0,0,0,1
C7H131-7,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3H,1-2,4-7H2",C=CCCCC[CH2],0,0,0,1
C8H16-3,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h5,7H,3-4,6,8H2,1-2H3",CCC=CCCCC,0,0,0,1
I3C8D1,"InChI=1S/C8H16/c1-4-6-7-8(3)5-2/h5,8H,2,4,6-7H2,1,3H3",CCCCC(C)C=C,0,0,0,1
I2C8D3,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h6-8H,4-5H2,1-3H3",CCCC=CC(C)C,0,0,0,1
I4C8D2,"InChI=1S/C8H16/c1-4-6-8(3)7-5-2/h4,6,8H,5,7H2,1-3H3",CC=CC(C)CCC,0,0,0,1
C8H153-2,"InChI=1S/C8H15/c1-3-5-7-8-6-4-2/h3,5,7H,4,6,8H2,1-2H3",CC=C[CH]CCCC,0,0,0,1
C8H153-5,"InChI=1S/C8H15/c1-3-5-7-8-6-4-2/h5,7-8H,3-4,6H2,1-2H3",CC[CH]C=CCCC,0,0,0,1
C8H152-4OOH,"InChI=1S/C8H16O2/c1-3-5-7-8(10-9)6-4-2/h4,6,8-9H,3,5,7H2,1-2H3",CCCCC(C=CC)OO,0,0,0,1
C8H152-4O,"InChI=1S/C8H15O/c1-3-5-7-8(9)6-4-2/h4,6,8H,3,5,7H2,1-2H3",CCCCC(C=CC)[O],0,0,0,1
C8H15OOH,"InChI=1S/C8H16O2/c1-3-5-7-8(10-9)6-4-2/h5,7-9H,3-4,6H2,1-2H3",CCC=CC(CCC)OO,0,0,0,1
C8H153-5O,"InChI=1S/C8H15O/c1-3-5-7-8(9)6-4-2/h5,7-8H,3-4,6H2,1-2H3",CCC=CC(CCC)[O],0,0,0,1
I3C8D1-3,"InChI=1S/C8H15/c1-4-6-7-8(3)5-2/h5H,2,4,6-7H2,1,3H3",CCCC[C](C)C=C,0,0,0,1
I3C8D1-3O,"InChI=1S/C8H15O/c1-4-6-7-8(3,9)5-2/h5H,2,4,6-7H2,1,3H3",CCCCC(C)(C=C)[O],0,0,0,1
I2C8D3-2,"InChI=1S/C8H15/c1-4-5-6-7-8(2)3/h6-7H,4-5H2,1-3H3",CCC[CH]C=C(C)C,0,0,0,1
I2C8D2-4O,"InChI=1S/C8H15O/c1-4-5-8(9)6-7(2)3/h6,8H,4-5H2,1-3H3",CCCC(C=C(C)C)[O],0,0,0,1
I4C8D2-4,"InChI=1S/C8H15/c1-4-6-8(3)7-5-2/h4,6H,5,7H2,1-3H3",CC=C[C](C)CCC,0,0,0,1
I4C8D2-4O,"InChI=1S/C8H15O/c1-4-6-8(3,9)7-5-2/h4,6H,5,7H2,1-3H3",CC=CC(C)(CCC)[O],0,0,0,1
C7H13-1D3O,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h4,7H,2-3,5-6H2,1H3",CCCCC(C=C)[O],0,0,0,1
C7H13-2D1O,"InChI=1S/C7H13O/c1-2-3-4-5-6-7-8/h5-6H,2-4,7H2,1H3",CCCCC=CC[O],0,0,0,1
C7H131-3O2,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h4,7H,2-3,5-6H2,1H3",CCCCC(C=C)O[O],0,0,0,1
C7H14OH-1J2,"InChI=1S/C7H15O/c1-2-3-4-5-6-7-8/h6,8H,2-5,7H2,1H3",CCCCC[CH]CO,0,0,0,1
C7H14OH-2J1,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h7-8H,2-6H2,1H3",CCCCCC([CH2])O,0,0,0,1
C7H14OH-2J3,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h6-8H,3-5H2,1-2H3",CCCC[CH]C(C)O,0,0,0,1
C7H14OH-3J2,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h4,7-8H,3,5-6H2,1-2H3",CCCCC([CH]C)O,0,0,0,1
C7H14OH-3J4,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h6-8H,3-5H2,1-2H3",CCC[CH]C(CC)O,0,0,0,1
C7H14OH-4J3,"InChI=1S/C7H15O/c1-3-5-7(8)6-4-2/h5,7-8H,3-4,6H2,1-2H3",CC[CH]C(CCC)O,0,0,0,1
C7H14OH-1O2-2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7-8H,2-6H2,1H3",CCCCCC(CO)O[O],0,0,0,1
C7H14OH-2O2-1,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h7-8H,2-6H2,1H3",CCCCCC(CO[O])O,0,0,0,1
C7H14OH-2O2-3,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-8H,3-5H2,1-2H3",CCCCC(C(C)O)O[O],0,0,0,1
C7H14OH-3O2-2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-8H,3-5H2,1-2H3",CCCCC(C(C)O[O])O,0,0,0,1
C7H14OH-3O2-4,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-8H,3-5H2,1-2H3",CCCC(C(CC)O)O[O],0,0,0,1
C7H14OH-4O2-3,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-8H,3-5H2,1-2H3",CCCC(C(CC)O[O])O,0,0,0,1
C7H13OH1-1,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h6-8H,2-5H2,1H3",CCCCCC=CO,0,0,0,1
C7H13OH1-2,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h5-6,8H,2-4,7H2,1H3",CCCCC=CCO,0,0,0,1
C7H13OH2-1,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h8H,2-6H2,1H3",CCCCCC(=C)O,0,0,0,1
C7H13OH1Q2-1,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h6-9H,2-5H2,1H3",CCCCCC([CH]O)OO,0,0,0,1
C7H13OH1Q2-3,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h5,7-9H,2-4,6H2,1H3",CCCC[CH]C(CO)OO,0,0,0,1
C7H13OH1Q2-4,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h4,7-9H,2-3,5-6H2,1H3",CCC[CH]CC(CO)OO,0,0,0,1
C7H13OH1Q2-5,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h3,7-9H,2,4-6H2,1H3",CC[CH]CCC(CO)OO,0,0,0,1
C7H13OH1Q2-6,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h2,7-9H,3-6H2,1H3",C[CH]CCCC(CO)OO,0,0,0,1
C7H13OH2Q1-2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h8-9H,2-6H2,1H3",CCCCC[C](COO)O,0,0,0,1
C7H13OH2Q1-3,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h5,7-9H,2-4,6H2,1H3",CCCC[CH]C(COO)O,0,0,0,1
C7H13OH2Q1-4,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h4,7-9H,2-3,5-6H2,1H3",CCC[CH]CC(COO)O,0,0,0,1
C7H13OH1O1-2,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9-6/h6-8H,2-5H2,1H3",CCCCCC1OC1O,0,0,0,1
C7H13OH1O2-3,"InChI=1S/C7H14O2/c1-2-3-4-6-7(5-8)9-6/h6-8H,2-5H2,1H3",CCCCC1OC1CO,0,0,0,1
C7H13OH1O2-4,"InChI=1S/C7H14O2/c1-2-3-6-4-7(5-8)9-6/h6-8H,2-5H2,1H3",CCCC1OC(C1)CO,0,0,0,1
C7H13OH1O2-5,"InChI=1S/C7H14O2/c1-2-6-3-4-7(5-8)9-6/h6-8H,2-5H2,1H3",CCC1OC(CC1)CO,0,0,0,1
C7H13OH1O2-6,"InChI=1S/C7H14O2/c1-6-3-2-4-7(5-8)9-6/h6-8H,2-5H2,1H3",CC1OC(CCC1)CO,0,0,0,1
C7H13OH2O1-2,"InChI=1S/C7H14O2/c1-2-3-4-5-7(8)6-9-7/h8H,2-6H2,1H3",CCCCCC1(O)OC1,0,0,0,1
C7H13OH2O1-3,"InChI=1S/C7H14O2/c1-2-3-4-7-6(8)5-9-7/h6-8H,2-5H2,1H3",CCCCC1OCC1O,0,0,0,1
C7H13OH2O1-4,"InChI=1S/C7H14O2/c1-2-3-7-4-6(8)5-9-7/h6-8H,2-5H2,1H3",CCCC1OCC(C1)O,0,0,0,1
C7H13OH1Q2-3O2,"InChI=1S/C7H15O5/c1-2-3-4-6(11-9)7(5-8)12-10/h6-8,10H,2-5H2,1H3",CCCCC(C(CO)OO)O[O],0,0,0,1
C7H13OH1Q2-4O2,"InChI=1S/C7H15O5/c1-2-3-6(11-9)4-7(5-8)12-10/h6-8,10H,2-5H2,1H3",CCCC(CC(CO)OO)O[O],0,0,0,1
C7H13OH1Q2-5O2,"InChI=1S/C7H15O5/c1-2-6(11-9)3-4-7(5-8)12-10/h6-8,10H,2-5H2,1H3",CCC(CCC(CO)OO)O[O],0,0,0,1
C7H13OH1Q2-6O2,"InChI=1S/C7H15O5/c1-6(11-9)3-2-4-7(5-8)12-10/h6-8,10H,2-5H2,1H3",CC(CCCC(CO)OO)O[O],0,0,0,1
C7H13OH2Q1-3O2,"InChI=1S/C7H15O5/c1-2-3-4-7(12-10)6(8)5-11-9/h6-9H,2-5H2,1H3",CCCCC(C(COO)O)O[O],0,0,0,1
C7H13OH2Q1-4O2,"InChI=1S/C7H15O5/c1-2-3-7(12-10)4-6(8)5-11-9/h6-9H,2-5H2,1H3",CCCC(CC(COO)O)O[O],0,0,0,1
C7H123OH1Q2,"InChI=1S/C7H14O3/c1-2-3-4-5-7(6-8)10-9/h4-5,7-9H,2-3,6H2,1H3",CCCC=CC(CO)OO,0,0,0,1
C7H124OH1Q2,"InChI=1S/C7H14O3/c1-2-3-4-5-7(6-8)10-9/h3-4,7-9H,2,5-6H2,1H3",CCC=CCC(CO)OO,0,0,0,1
C7H125OH1Q2,"InChI=1S/C7H14O3/c1-2-3-4-5-7(6-8)10-9/h2-3,7-9H,4-6H2,1H3",CC=CCCC(CO)OO,0,0,0,1
C7H122OH2Q1,"InChI=1S/C7H14O3/c1-2-3-4-5-7(8)6-10-9/h5,8-9H,2-4,6H2,1H3",CCCCC=C(COO)O,0,0,0,1
C7H123OH2Q1,"InChI=1S/C7H14O3/c1-2-3-4-5-7(8)6-10-9/h4-5,7-9H,2-3,6H2,1H3",CCCC=CC(COO)O,0,0,0,1
C7H124OH2Q1,"InChI=1S/C7H14O3/c1-2-3-4-5-7(8)6-10-9/h3-4,7-9H,2,5-6H2,1H3",CCC=CCC(COO)O,0,0,0,1
C7H13OH1KET2-3,"InChI=1S/C7H14O4/c1-2-3-4-7(11-10)6(9)5-8/h7-8,10H,2-5H2,1H3",CCCCC(C(CO)=O)OO,0,0,0,1
C7H13OH1KET2-4,"InChI=1S/C7H14O4/c1-2-3-7(11-10)4-6(9)5-8/h7-8,10H,2-5H2,1H3",CCCC(CC(CO)=O)OO,0,0,0,1
C7H13OH1KET2-5,"InChI=1S/C7H14O4/c1-2-7(11-10)4-3-6(9)5-8/h7-8,10H,2-5H2,1H3",CCC(CCC(CO)=O)OO,0,0,0,1
C7H13OH2KET1-3,"InChI=1S/C7H14O4/c1-2-3-4-7(11-10)6(9)5-8/h5-7,9-10H,2-4H2,1H3",CCCCC(C(C=O)O)OO,0,0,0,1
C7H13OH2KET1-4,"InChI=1S/C7H14O4/c1-2-3-7(11-10)4-6(9)5-8/h5-7,9-10H,2-4H2,1H3",CCCC(CC(C=O)O)OO,0,0,0,1
C7H13-2D4O,"InChI=1S/C7H13O/c1-3-5-7(8)6-4-2/h3,5,7H,4,6H2,1-2H3",CC=CC(CCC)[O],0,0,0,1
C7H13-3D5O,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h5-7H,3-4H2,1-2H3",CCC=CC(CC)[O],0,0,0,1
C7H131-1O2,"InChI=1S/C7H13O2/c1-2-3-4-5-6-7-9-8/h6-7H,2-5H2,1H3",CCCCCC=CO[O],0,0,0,1
C7H131-2O2,"InChI=1S/C7H13O2/c1-3-4-5-6-7(2)9-8/h2-6H2,1H3",CCCCCC(=C)O[O],0,0,0,1
C7H121-3,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h3,5,7H,1,4,6H2,2H3",C=CC=CCCC,0,0,0,1
C7H131-4O2,"InChI=1S/C7H13O2/c1-3-5-7(9-8)6-4-2/h3,7H,1,4-6H2,2H3",C=CCC(CCC)O[O],0,0,0,1
C7H131-5O2,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h3,7H,1,4-6H2,2H3",C=CCCC(CC)O[O],0,0,0,1
C7H131-6O2,"InChI=1S/C7H13O2/c1-3-4-5-6-7(2)9-8/h3,7H,1,4-6H2,2H3",C=CCCCC(C)O[O],0,0,0,1
C7H131-7O2,"InChI=1S/C7H13O2/c1-2-3-4-5-6-7-9-8/h2H,1,3-7H2",C=CCCCCCO[O],0,0,0,1
C7H121OOH3-1,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h2,4,7-8H,3,5-6H2,1H3",CCCCC(C=[CH])OO,0,0,0,1
C7H121OOH3-4,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h4,6-8H,2-3,5H2,1H3",CCC[CH]C(C=C)OO,0,0,0,1
C7H121OOH3-5,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h4-5,7-8H,2-3,6H2,1H3",CC[CH]CC(C=C)OO,0,0,0,1
C7H121OOH3-6,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h3-4,7-8H,2,5-6H2,1H3",C[CH]CCC(C=C)OO,0,0,0,1
C7H121OOH4-1,"InChI=1S/C7H13O2/c1-3-5-7(9-8)6-4-2/h1,3,7-8H,4-6H2,2H3",[CH]=CCC(CCC)OO,0,0,0,1
C7H121OOH4-2,"InChI=1S/C7H13O2/c1-3-5-7(9-8)6-4-2/h7-8H,1,4-6H2,2H3",C=[C]CC(CCC)OO,0,0,0,1
C7H121OOH4-3,"InChI=1S/C7H13O2/c1-3-5-7(9-8)6-4-2/h3,5,7-8H,1,4,6H2,2H3",[CH2]C=CC(CCC)OO,0,0,0,1
C7H121OOH4-5,"InChI=1S/C7H13O2/c1-3-5-7(9-8)6-4-2/h3,6-8H,1,4-5H2,2H3",C=CCC([CH]CC)OO,0,0,0,1
C7H121OOH4-6,"InChI=1S/C7H13O2/c1-3-5-7(9-8)6-4-2/h3-4,7-8H,1,5-6H2,2H3",C=CCC(C[CH]C)OO,0,0,0,1
C7H121OOH4-7,"InChI=1S/C7H13O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,1-2,4-6H2",C=CCC(CC[CH2])OO,0,0,0,1
C7H121-4,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h3,6-7H,1,4-5H2,2H3",C=CCC=CCC,0,0,0,1
C7H121OOH5-2,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h7-8H,1,4-6H2,2H3",C=[C]CCC(CC)OO,0,0,0,1
C7H121OOH5-3,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h3,5,7-8H,1,4,6H2,2H3",[CH2]C=CCC(CC)OO,0,0,0,1
C7H121OOH5-4,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h3,6-8H,1,4-5H2,2H3",C=CC[CH]C(CC)OO,0,0,0,1
C7H121OOH5-6,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h3-4,7-8H,1,5-6H2,2H3",C=CCCC([CH]C)OO,0,0,0,1
C7H121OOH5-7,"InChI=1S/C7H13O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,1-2,4-6H2",C=CCCC(C[CH2])OO,0,0,0,1
C7H121-5,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h3-4,6H,1,5,7H2,2H3",C=CCCC=CC,0,0,0,1
C7H121OOH6-3,"InChI=1S/C7H13O2/c1-3-4-5-6-7(2)9-8/h3-4,7-8H,1,5-6H2,2H3",C=C[CH]CCC(C)OO,0,0,0,1
C7H121OOH6-4,"InChI=1S/C7H13O2/c1-3-4-5-6-7(2)9-8/h3,5,7-8H,1,4,6H2,2H3",C=CC[CH]CC(C)OO,0,0,0,1
C7H121OOH6-5,"InChI=1S/C7H13O2/c1-3-4-5-6-7(2)9-8/h3,6-8H,1,4-5H2,2H3",C=CCC[CH]C(C)OO,0,0,0,1
C7H121OOH6-7,"InChI=1S/C7H13O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,1-2,4-6H2",C=CCCCC([CH2])OO,0,0,0,1
C7H121-6,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h3-4H,1-2,5-7H2",C=CCCCC=C,0,0,0,1
C7H121OOH7-4,"InChI=1S/C7H13O2/c1-2-3-4-5-6-7-9-8/h2,4,8H,1,3,5-7H2",C=CC[CH]CCCOO,0,0,0,1
C7H121OOH7-5,"InChI=1S/C7H13O2/c1-2-3-4-5-6-7-9-8/h2,5,8H,1,3-4,6-7H2",C=CCC[CH]CCOO,0,0,0,1
C7H121OOH7-6,"InChI=1S/C7H13O2/c1-2-3-4-5-6-7-9-8/h2,6,8H,1,3-5,7H2",C=CCCC[CH]COO,0,0,0,1
C7H121O3-4,"InChI=1S/C7H12O/c1-3-5-7-6(4-2)8-7/h4,6-7H,2-3,5H2,1H3",CCCC1OC1C=C,0,0,0,1
C7H121O3-5,"InChI=1S/C7H12O/c1-3-6-5-7(4-2)8-6/h3,6-7H,1,4-5H2,2H3",C=CC1OC(CC)C1,0,0,0,1
C7H121O3-6,"InChI=1S/C7H12O/c1-3-7-5-4-6(2)8-7/h3,6-7H,1,4-5H2,2H3",C=CC1OC(C)CC1,0,0,0,1
C7H121O2-4,"InChI=1S/C7H12O/c1-3-4-7-5-6(2)8-7/h7H,2-5H2,1H3",CCCC1OC(=C)C1,0,0,0,1
C7H121O4-5,"InChI=1S/C7H12O/c1-3-5-7-6(4-2)8-7/h3,6-7H,1,4-5H2,2H3",C=CCC1OC1CC,0,0,0,1
C7H121O4-6,"InChI=1S/C7H12O/c1-3-4-7-5-6(2)8-7/h3,6-7H,1,4-5H2,2H3",C=CCC1OC(C)C1,0,0,0,1
C7H121O4-7,"InChI=1S/C7H12O/c1-2-4-7-5-3-6-8-7/h2,7H,1,3-6H2",C=CCC1OCCC1,0,0,0,1
C7H121O5-6,"InChI=1S/C7H12O/c1-3-4-5-7-6(2)8-7/h3,6-7H,1,4-5H2,2H3",C=CCCC1OC1C,0,0,0,1
C7H121O5-7,"InChI=1S/C7H12O/c1-2-3-4-7-5-6-8-7/h2,7H,1,3-6H2",C=CCCC1OCC1,0,0,0,1
C7H121O6-7,"InChI=1S/C7H12O/c1-2-3-4-5-7-6-8-7/h2,7H,1,3-6H2",C=CCCCC1OC1,0,0,0,1
"C7H121-3,4OOH","InChI=1S/C7H14O4/c1-3-5-7(11-9)6(4-2)10-8/h4,6-9H,2-3,5H2,1H3",CCCC(C(C=C)OO)OO,0,0,0,1
C7H121O-3-4OOH,"InChI=1S/C7H13O3/c1-3-5-7(10-9)6(8)4-2/h4,6-7,9H,2-3,5H2,1H3",CCCC(C(C=C)[O])OO,0,0,0,1
C7H121KET34,"InChI=1S/C7H12O3/c1-3-5-7(10-9)6(8)4-2/h4,7,9H,2-3,5H2,1H3",CCCC(C(C=C)=O)OO,0,0,0,1
"C7H121-3,5OOH","InChI=1S/C7H14O4/c1-3-6(10-8)5-7(4-2)11-9/h3,6-9H,1,4-5H2,2H3",C=CC(CC(CC)OO)OO,0,0,0,1
C7H121O-3-5OOH,"InChI=1S/C7H13O3/c1-3-6(8)5-7(4-2)10-9/h3,6-7,9H,1,4-5H2,2H3",C=CC(CC(CC)OO)[O],0,0,0,1
C7H121KET35,"InChI=1S/C7H12O3/c1-3-6(8)5-7(4-2)10-9/h3,7,9H,1,4-5H2,2H3",C=CC(CC(CC)OO)=O,0,0,0,1
"C7H121-3,6OOH","InChI=1S/C7H14O4/c1-3-7(11-9)5-4-6(2)10-8/h3,6-9H,1,4-5H2,2H3",C=CC(CCC(C)OO)OO,0,0,0,1
C7H121O-3-6OOH,"InChI=1S/C7H13O3/c1-3-7(8)5-4-6(2)10-9/h3,6-7,9H,1,4-5H2,2H3",C=CC(CCC(C)OO)[O],0,0,0,1
C7H121KET36,"InChI=1S/C7H12O3/c1-3-7(8)5-4-6(2)10-9/h3,6,9H,1,4-5H2,2H3",C=CC(CCC(C)OO)=O,0,0,0,1
C7H121OOH3-4O2,"InChI=1S/C7H13O4/c1-3-5-7(11-9)6(4-2)10-8/h4,6-8H,2-3,5H2,1H3",CCCC(C(C=C)OO)O[O],0,0,0,1
C7H121OOH3-5O2,"InChI=1S/C7H13O4/c1-3-6(10-8)5-7(4-2)11-9/h3,6-8H,1,4-5H2,2H3",C=CC(CC(CC)O[O])OO,0,0,0,1
C7H121OOH3-6O2,"InChI=1S/C7H13O4/c1-3-7(11-9)5-4-6(2)10-8/h3,6-7,9H,1,4-5H2,2H3",C=CC(CCC(C)O[O])OO,0,0,0,1
C7H121OOH4-3O2,"InChI=1S/C7H13O4/c1-3-5-7(11-9)6(4-2)10-8/h4,6-7,9H,2-3,5H2,1H3",CCCC(C(C=C)O[O])OO,0,0,0,1
C7H121OOH4-5O2,"InChI=1S/C7H13O4/c1-3-5-7(11-9)6(4-2)10-8/h3,6-7,9H,1,4-5H2,2H3",C=CCC(C(CC)O[O])OO,0,0,0,1
C7H121OOH4-6O2,"InChI=1S/C7H13O4/c1-3-4-7(11-9)5-6(2)10-8/h3,6-7,9H,1,4-5H2,2H3",C=CCC(CC(C)O[O])OO,0,0,0,1
C7H121OOH4-7O2,"InChI=1S/C7H13O4/c1-2-4-7(11-9)5-3-6-10-8/h2,7,9H,1,3-6H2",C=CCC(CCCO[O])OO,0,0,0,1
C7H121OOH5-3O2,"InChI=1S/C7H13O4/c1-3-6(10-8)5-7(4-2)11-9/h3,6-7,9H,1,4-5H2,2H3",C=CC(CC(CC)OO)O[O],0,0,0,1
C7H121OOH5-4O2,"InChI=1S/C7H13O4/c1-3-5-7(11-9)6(4-2)10-8/h3,6-8H,1,4-5H2,2H3",C=CCC(C(CC)OO)O[O],0,0,0,1
C7H121OOH5-6O2,"InChI=1S/C7H13O4/c1-3-4-5-7(11-9)6(2)10-8/h3,6-7,9H,1,4-5H2,2H3",C=CCCC(C(C)O[O])OO,0,0,0,1
